1005
302	6
423	486
95	481
96	279
91	52
177	439
96	201
992	576
181	715
338	190
212	180
274	340
183	24
262	688
12	459
409	926
22	435
6	205
85	435
39	93
495	620
372	512
438	381
564	602
273	57
314	285
821	129
174	173
216	97
428	425
241	191
435	369
534	114
97	63
339	20
168	84
6	378
339	479
106	358
113	735
394	754
322	257
70	362
250	136
456	281
644	283
453	182
133	108
394	367
371	83
296	235
283	98
263	171
133	16
211	339
352	1002
332	430
18	47
547	58
259	37
14	296
66	283
134	105
144	772
21	190
456	456
273	423
739	131
86	802
1002	156
154	41
435	130
52	231
7	125
420	91
22	362
217	82
108	381
406	154
7	300
565	163
482	22
561	453
108	233
410	15
146	65
69	603
253	244
304	964
354	8
175	142
33	250
62	394
534	810
224	113
926	324
168	821
87	414
483	514
510	262
364	549
207	82
201	556
108	45
679	378
439	156
8	88
65	13
709	137
257	797
132	356
107	405
492	243
46	338
222	115
423	901
174	499
97	36
6	142
184	61
321	684
88	79
237	216
526	372
267	212
15	87
933	555
484	45
106	283
319	755
420	516
550	530
375	810
262	56
471	813
45	242
252	609
824	13
313	482
14	283
547	564
70	95
664	87
804	59
214	552
84	552
109	83
211	64
317	224
119	123
15	12
256	270
42	275
13	167
147	158
159	152
147	315
672	181
346	253
97	866
66	122
260	821
256	215
197	9
376	366
106	759
569	958
161	87
461	63
215	66
439	988
164	72
3	237
85	574
333	42
652	100
821	421
409	441
63	378
663	8
499	813
932	424
459	617
158	174
126	506
179	84
218	276
168	233
32	143
857	272
470	98
593	201
16	138
167	502
393	456
107	460
335	103
108	122
83	699
232	63
922	37
367	6
308	124
272	185
827	282
87	548
371	169
470	927
400	367
857	613
85	116
200	448
821	232
371	6
39	682
235	235
6	239
255	292
442	202
175	406
427	7
460	428
161	829
167	419
304	435
81	274
129	396
616	7
161	55
124	90
933	4
682	724
138	462
230	163
223	34
794	708
291	420
814	108
294	456
213	80
461	302
250	230
254	603
213	210
81	42
153	680
441	344
445	33
88	220
182	16
918	739
378	292
59	234
286	72
444	117
86	366
549	270
201	367
35	327
233	991
326	372
3	475
56	365
454	33
675	708
168	189
439	17
205	421
414	435
65	167
232	65
255	122
256	223
293	447
421	348
161	418
108	853
47	42
108	356
230	345
253	279
255	26
3	257
6	284
571	123
746	602
217	459
439	19
66	216
218	156
272	700
223	331
338	931
129	133
84	699
347	819
166	354
167	39
183	402
608	392
496	138
439	341
435	129
116	256
286	893
275	71
15	420
170	189
217	83
27	367
418	951
83	209
138	46
222	303
130	234
370	554
63	148
121	11
700	92
65	161
538	435
90	248
534	410
484	451
60	783
63	18
215	469
343	201
129	256
234	83
119	369
167	30
381	195
265	484
375	340
368	401
431	495
43	548
321	161
222	841
59	6
721	133
63	106
897	76
80	456
253	36
20	182
97	116
170	857
92	339
180	706
421	894
261	234
3	846
341	883
600	146
550	534
418	860
184	397
223	136
272	599
274	127
97	391
76	344
142	122
410	290
92	238
282	547
8	337
107	757
544	59
122	138
9	6
32	558
467	119
28	40
507	418
212	484
304	171
199	430
6	151
140	153
243	381
727	379
153	366
297	366
373	498
21	130
279	526
521	161
486	187
398	55
334	18
655	77
7	79
521	405
264	368
811	55
404	200
65	731
642	933
282	336
291	43
462	475
927	184
424	759
87	343
287	918
419	361
652	265
972	200
487	123
69	129
8	137
214	544
257	69
115	534
495	456
107	141
42	364
165	282
367	79
821	208
122	706
583	804
373	130
749	394
933	24
468	501
410	253
13	419
485	136
303	351
61	161
115	293
394	133
866	138
47	34
521	338
169	138
860	810
142	75
860	281
164	587
132	47
167	81
389	61
39	210
972	142
257	490
307	206
914	532
413	93
398	421
153	22
161	482
46	129
411	83
3	396
376	367
237	857
564	108
169	323
63	284
173	87
634	367
441	507
547	28
334	222
97	80
75	184
264	377
70	602
207	761
64	222
6	66
409	755
251	351
17	946
185	180
304	213
239	698
296	130
70	29
507	234
358	6
334	387
201	622
191	362
373	264
435	160
301	42
14	116
173	164
87	501
421	130
351	213
686	673
982	380
106	398
519	88
58	42
161	403
29	105
18	420
54	408
547	143
14	536
171	13
421	96
93	485
163	232
241	197
358	443
496	734
180	526
125	156
296	662
77	769
848	190
66	3
6	405
534	449
499	250
200	235
89	463
169	378
114	115
13	240
233	314
117	81
337	455
429	964
18	213
64	813
185	521
147	291
122	494
253	20
451	244
860	804
289	341
964	307
519	216
223	81
222	114
888	857
310	321
435	901
108	690
489	253
115	273
168	184
83	7
156	933
281	594
63	122
393	76
91	41
59	449
282	45
146	219
406	425
280	495
42	451
14	432
449	439
173	63
138	297
108	29
49	122
272	435
279	284
130	901
130	45
43	817
125	196
272	853
813	445
601	116
18	36
130	204
67	308
420	735
346	133
130	65
97	106
235	65
235	442
881	556
107	381
308	662
116	217
90	6
466	475
130	410
118	790
298	181
83	5
810	152
359	612
328	5
410	123
919	281
161	484
200	567
24	81
582	507
58	284
465	102
394	486
278	51
91	121
165	172
421	487
243	236
163	367
294	310
43	821
180	393
245	548
573	376
358	451
656	420
406	8
140	490
213	36
10	700
334	446
520	485
784	487
309	335
254	87
233	292
8	83
708	158
686	281
914	471
177	577
296	680
538	363
42	162
371	143
139	297
81	445
102	441
246	467
83	65
449	697
177	602
421	519
166	111
63	933
306	962
148	424
293	753
243	108
88	532
431	425
199	233
184	106
823	222
304	425
134	136
184	353
198	363
82	412
36	69
26	304
312	425
257	87
274	118
897	507
16	116
172	668
175	580
514	368
214	382
467	148
260	21
122	286
66	190
964	84
187	108
137	122
108	396
435	104
303	48
22	465
821	262
146	174
107	256
3	284
406	136
198	75
141	291
59	447
819	453
676	213
15	292
7	164
14	63
175	317
250	593
187	231
406	422
212	465
114	519
721	189
53	143
195	449
106	272
777	498
339	134
184	324
43	219
528	729
171	435
413	125
531	425
167	30
334	219
319	356
259	395
122	915
94	267
213	500
499	32
83	90
62	29
296	991
821	87
334	377
302	84
593	117
405	352
87	410
544	691
151	304
356	372
129	29
279	87
187	119
94	75
82	322
334	749
363	229
109	951
156	406
409	152
87	21
281	520
662	866
405	97
49	184
253	429
166	284
35	881
193	950
453	480
148	821
197	171
569	367
289	63
433	260
161	106
696	2
296	563
755	122
115	407
950	124
532	12
6	149
167	185
467	405
329	547
388	715
12	29
500	319
64	42
821	161
394	263
213	41
107	69
814	87
362	59
275	29
127	287
50	125
186	398
19	233
87	482
267	857
64	140
223	488
284	500
427	63
359	591
47	616
19	83
464	499
377	87
430	619
547	376
307	90
253	228
219	61
860	302
14	88
386	516
309	367
369	297
83	656
441	55
675	272
74	832
87	45
161	138
63	14
532	55
197	861
346	211
104	210
14	64
62	47
972	13
202	284
267	363
232	174
184	362
188	609
321	256
519	381
161	142
362	494
71	264
84	153
972	672
468	36
211	3
83	293
42	287
54	407
202	519
291	151
460	422
198	65
216	499
420	43
527	161
359	378
264	328
187	613
168	340
861	71
142	572
27	769
388	259
918	405
374	195
421	58
69	923
769	205
357	161
184	392
410	857
202	29
435	166
303	406
135	701
414	920
301	161
25	222
232	881
92	265
449	138
413	377
161	190
675	407
487	182
413	4
83	177
950	48
495	178
117	253
124	821
813	166
65	927
212	665
87	514
158	212
96	102
475	181
143	267
110	530
230	421
108	161
130	655
87	75
239	382
474	749
409	165
183	211
46	957
65	372
22	83
343	470
778	938
375	143
67	589
410	378
216	263
287	926
465	495
88	28
167	297
238	975
551	83
207	366
857	516
130	185
212	213
860	161
148	210
341	550
211	634
174	160
184	592
519	341
339	84
378	134
124	185
108	718
505	522
37	373
494	343
594	84
47	142
490	951
85	120
975	115
977	687
134	977
148	682
570	306
401	107
108	499
421	529
435	362
519	413
748	367
56	527
821	42
413	496
97	291
460	184
550	87
701	558
328	123
547	275
431	586
108	38
330	15
64	405
648	263
20	97
31	243
866	25
169	178
368	412
57	545
151	234
106	207
170	215
527	53
495	122
11	423
454	109
6	286
321	570
239	117
140	20
3	494
138	434
682	61
4	881
146	6
212	298
215	930
158	20
597	363
169	439
214	39
810	115
88	860
42	914
699	122
14	156
161	85
816	65
301	495
75	237
479	588
408	219
18	532
67	172
267	318
519	418
212	594
811	170
487	129
279	54
425	130
233	484
534	70
278	496
510	42
933	655
286	486
90	24
65	363
89	296
63	84
505	133
134	922
608	45
405	48
410	282
444	329
82	425
24	266
138	15
93	45
115	414
83	420
421	158
391	285
171	442
420	563
160	232
485	750
813	442
250	495
200	108
395	284
709	514
156	441
545	827
24	24
402	83
5	108
130	170
114	527
343	54
919	186
223	109
310	29
247	444
161	532
14	107
20	65
435	190
20	168
423	185
287	818
262	860
270	673
343	87
666	977
580	122
31	11
253	143
306	461
163	1
11	453
519	358
427	570
330	372
181	12
22	212
188	739
341	395
286	142
82	133
334	101
668	236
83	434
495	138
173	973
180	442
483	620
200	175
818	326
306	421
410	367
151	367
933	283
17	59
421	122
270	49
59	5
184	427
25	474
122	106
934	84
164	798
372	122
173	407
62	326
181	115
140	292
461	225
196	97
184	164
484	114
206	534
275	184
368	109
138	304
194	697
29	177
662	115
811	17
591	385
122	382
279	359
425	36
85	575
169	192
560	435
12	22
21	143
297	287
63	97
409	59
143	486
223	366
494	553
129	32
250	438
918	251
327	545
81	54
933	167
250	665
17	591
180	279
453	860
534	548
380	236
8	184
381	550
146	435
505	334
97	179
97	153
421	521
225	571
159	94
84	341
253	619
172	330
323	391
279	438
143	510
739	97
460	347
299	30
101	257
212	64
430	291
1001	421
116	108
933	920
224	161
45	3
138	167
372	22
353	42
748	444
435	881
369	389
138	105
5	64
109	291
47	379
668	281
357	274
527	208
67	137
107	324
138	923
252	472
32	131
161	83
179	553
142	212
977	140
6	494
132	401
394	307
304	313
161	212
265	418
486	534
250	297
582	413
50	161
161	52
283	494
276	191
165	43
116	240
364	656
222	3
108	319
250	293
235	435
182	279
154	752
449	510
7	362
177	116
932	487
57	266
827	250
531	227
642	219
332	317
108	129
130	730
548	304
972	256
250	215
281	174
376	302
78	12
39	41
376	378
180	302
57	213
897	215
138	422
82	237
322	297
134	35
537	5
390	376
919	412
165	297
259	38
951	239
202	179
87	838
122	58
283	328
441	401
376	59
544	418
4	374
150	82
422	343
227	422
972	443
83	558
167	275
244	182
185	421
130	259
56	264
58	14
85	194
341	87
612	143
700	297
104	206
395	237
455	314
443	405
439	3
197	354
312	317
8	483
106	198
41	339
161	165
175	496
174	18
129	449
460	302
881	376
613	622
83	161
169	419
696	12
35	324
212	368
20	616
354	169
538	49
465	209
492	184
380	45
639	342
176	61
291	122
612	422
188	644
181	52
84	594
144	286
69	249
435	334
75	179
161	262
188	286
134	269
32	806
372	394
442	639
115	933
170	59
427	94
253	507
72	371
284	341
191	282
461	307
981	297
170	34
66	210
547	860
410	808
224	171
102	48
143	170
288	521
264	497
441	30
284	396
55	15
380	26
69	120
69	507
15	563
380	788
405	402
154	11
720	303
143	897
427	43
378	610
234	304
861	707
418	129
82	169
168	390
11	496
14	496
41	234
813	394
667	522
527	115
63	81
281	272
281	938
306	88
143	117
255	271
500	88
538	108
392	96
65	111
291	248
413	266
108	22
161	63
168	459
496	642
404	167
530	176
29	217
181	680
305	158
286	449
85	345
108	860
622	701
514	389
200	227
407	404
402	390
284	191
453	667
711	964
378	361
